طابع زمني,   ما هو معدلك التوجيهي ؟,   ما هو تخصصك الجامعي الحالي؟  (عربي فقط),"   ما مدى اهتمامك بالتكنولوجيا (عندما اخترت تخصصك)  ؟
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بالمجال الصحي والطبي (عندما اخترت تخصصك)
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بمجال الأعمال والإدارة (عندما اخترت تخصصك) ؟
(1= ضعيف جدا ) / (5 = عالي جدا)","  ما مدى اهتمامك بالمجالات الفنية والإبداعية  (عندما اخترت تخصصك) ؟   
(1= ضعيف جدا) / (5 = عالي جدا)","   أي وصف يعبّر أكثر عن أسلوب تفكيرك (عندما اخترت تخصصك)
",كيف بتشوف شخصيتك كانت  (عندما اخترت تخصصك) ؟,  أي نوع دراسة تفضّل؟ ,  ما أسلوب العمل الذي تفضّله؟  ,"   ما مدى رضاك عن تخصصك الجامعي الحالي؟  راضٍ جدًا / راضٍ / محايد /غير راضٍ
(1=راض جدا) / (4 = غير راض) ",هل لو كان عندك نظام ذكي يرشدك قبل الجامعة، هل كان ممكن يغيّر اختيارك للتخصص؟ 
12:21:07 م 2026/01/03,80.2,علم حاسوب,5,4,4,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,2,لا
7:13:25 م 2026/01/03,80.20,هندسة البرمجيات ,5,2,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
11:29:32 م 2026/01/02,80.30,تسويق رقمي ,5,3,4,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
9:56:55 م 2026/01/02,٨٠.٣٥,نظم معلومات صحية ,4,4,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
8:17:17 م 2026/01/03,80.45,الذكاء الاصطناعي وعلم البيانات ,3,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,3,لا
1:20:31 م 2026/01/03,80.5,الإدارة السياحية,2,1,5,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
2:05:14 م 2026/01/03,80.5,هندسة الذكاء الاصطناعي ,4,1,2,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
2:15:13 م 2026/01/03,80.5,تحاليل طبية مخبرية ,4,5,4,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,لا
12:53:01 م 2026/01/03,80.85,معلم صف اناث ,3,1,2,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,لا
11:50:21 ص 2026/01/03,80.9,معلم صف ,1,1,1,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
3:13:31 م 2026/01/03,80.90,تكنولوجيا مالية وإدارة مخاطر ,3,1,5,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
2:51:01 م 2026/01/03,80.95,هندسة حاسوب,5,1,1,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,1,نعم
2:57:25 م 2026/01/03,81.05,جيولوجيا وبيئة,5,1,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,2,نعم
6:44:34 م 2026/01/03,81.05,محاسبة تطبيقية ,5,1,5,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),3,نعم
5:25:21 م 2026/01/03,81.1,هندسة كيميائية ,2,3,3,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,لا
8:17:20 م 2026/01/03,81.25,هندسة الإلكترونيات,3,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,لا
1:04:59 ص 2026/01/03,٨١.٣,علم التمريض,1,5,2,4,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
1:43:34 ص 2026/01/03,٨١.٣,أمن المعلومات و الادلة الرقمية ,5,2,4,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
2:09:54 م 2026/01/03,81.4,المحاسبة,2,1,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
4:37:52 م 2026/01/03,81.40,أمن طيران وسلامة جوية,5,1,2,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
12:38:15 م 2026/01/03,81.55,العلاقات الدولية و الدراسات الاستراتيجية,4,2,5,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
12:13:19 ص 2026/01/03,81.85,هندسة برمجيات,4,4,5,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
2:45:18 م 2026/01/03,82.05,ادارة المخاطر والتامين ,3,4,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
12:52:46 ص 2026/01/03,82.3,الامن السبراني,3,2,2,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
12:14:11 م 2026/01/03,82.3,ادارة فنادق ,5,3,5,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
2:20:10 م 2026/01/03,82.3,الامن السيبراني,4,4,3,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:44:44 م 2026/01/02,٨٢.٣٠,علم بيانات وذكاء اصطناعي ,1,5,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
1:12:57 م 2026/01/03,82.5,هندسة صناعية ,4,3,5,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
1:19:17 م 2026/01/03,82.5 ,الذكاء الاصطناعي ,3,1,1,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,نعم
2:50:03 م 2026/01/03,83 .75,تربية خاصة ,2,4,1,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
11:29:04 م 2026/01/02,83.4,هندسة كيميائية ,1,3,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,نعم
9:46:27 م 2026/01/02,83.55,نظم معلومات اداريه ,3,3,2,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
6:51:54 م 2025/12/31,83.6,علم بيانات وذكاء اصطناعي ,4,3,5,5,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
11:39:11 م 2026/01/02,83.7,علم بيانات و ذكاء اصطناعي ,4,3,1,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,3,نعم
11:47:18 م 2026/01/02,83.7,اسباني- انجليزي ,2,1,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,لا
1:24:59 م 2026/01/03,83.7,معلم تربية فنية ,1,1,5,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,4,نعم
9:06:00 م 2025/12/31,83.7 ,علم حاسوب,5,4,4,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,4,نعم
9:39:15 م 2026/01/03,84.1,كيمياء,4,4,3,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
12:08:59 ص 2026/01/03,84.35,علم البيانات والذكاء الاصطناعي ,1,5,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
1:19:57 ص 2026/01/03,84.4,نظم معلومات حاسوبية,5,1,3,5,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,3,نعم
7:59:42 م 2026/01/03,84.5,هندسه ميكانيك ,2,2,2,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
1:30:52 م 2026/01/03,84.6,اداره فنادق,1,1,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
12:14:45 م 2026/01/03,84.9,علم التمريض ,4,5,3,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
3:51:57 م 2026/01/03,٨٤.٩٥,التربيه الخاصه ,3,4,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
2:18:15 م 2026/01/03,85.1,الأمن السيبراني ,4,1,3,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
11:17:09 م 2026/01/02,85.25,علم الحاسوب وتطبيقاته,3,5,5,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
1:46:07 ص 2026/01/03,85.3,هندسة مدنية,3,4,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
12:10:13 ص 2026/01/03,85.5,تمريض ,4,1,5,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
1:50:07 م 2026/01/03,85.5,تكنولوجيا معلومات الاعمال,3,1,4,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,لا
10:15:58 م 2026/01/02,85.61,علم البيانات والذكاء الاصطناعي ,3,1,5,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
2:55:20 م 2026/01/03,85.85,علاقات دوليه و دراسات استراتيجية ,3,1,4,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),3,نعم
9:40:47 م 2026/01/03,85.90,الادارة السياحية,3,1,4,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
11:48:02 ص 2026/01/03,85.95 ,تربيه طفولة مبكرة ,2,2,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
9:52:27 ص 2026/01/03,86.05,ذكاء اصطناعي ,2,3,1,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
11:15:03 م 2026/01/02,86.10,الأمن السيبراني,1,2,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
2:07:13 ص 2026/01/03,86.2,هندسة مدنية,2,3,1,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,4,لا
2:18:08 م 2026/01/03,86.2,ذكاء اصطناعي ,3,2,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
4:08:56 م 2026/01/03,86.3 ,تربية خاصة ,3,4,3,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),4,نعم
12:17:09 ص 2026/01/03,86.5,علم البيانات والذكاء الاصطناعي ,5,5,5,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,2,نعم
1:04:19 م 2026/01/03,86.6,ادارة أعمال ,2,1,5,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
3:01:41 م 2026/01/03,87.00,معلم صف ,2,1,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
7:20:14 م 2026/01/03,87.00,علم الحاسوب وتطبيقاته ,5,3,4,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,لا
9:54:48 م 2026/01/02,87.05,علم البيانات والذكاء الاصطناعي ,3,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
2:01:52 م 2026/01/03,87.13,هندسة الطاقة ,3,4,2,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,نعم
2:46:07 ص 2026/01/03,٨٧.٢,علوم ماليه ومصرفيه ,3,5,2,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
11:53:39 م 2026/01/02,87.25,علم البيانات والذكاء الاصطناعي,4,2,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),4,نعم
10:15:38 ص 2026/01/03,87.25,علم بيانات وذكاء اصطناعي,5,3,2,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,3,لا
